region,age,gender,raceethnicity,cli,hh_cmnty_cli,period,trust_experts
TX,45-64,Female,NotReported,0.0,9.7112587,2021-06-01,32.923312075
TX,45-64,Male,Hispanic,0.8964986,11.0083981,2021-06-01,57.05115745
TX,45-64,Male,NonHispanicAsian,0.0,7.8295301,2021-06-01,66.5610599
TX,45-64,Male,NonHispanicBlackAfricanAmerican,0.4451214,6.2939716,2021-06-01,56.4907908
TX,45-64,Male,NonHispanicMultipleOther,1.0782414,10.1321149,2021-06-01,28.727836275
TX,45-64,Male,NonHispanicWhite,0.6026316,6.9636624,2021-06-01,47.8258991
TX,45-64,NotReported,Hispanic,2.485658,20.3125,2021-06-01,47.406192175
TX,65plus,Female,Hispanic,0.4926205,9.4778045,2021-06-01,59.033775649999995
TX,65plus,Female,NonHispanicBlackAfricanAmerican,0.4417361,9.5500206,2021-06-01,58.761369775
TX,65plus,Female,NonHispanicMultipleOther,0.2069645,12.0991431,2021-06-01,36.8488407
TX,65plus,Female,NonHispanicWhite,0.2916394,9.0534714,2021-06-01,52.05022875
TX,65plus,Female,NotReported,0.0,13.6058261,2021-06-01,41.60310735
TX,65plus,Male,Hispanic,0.4838208,13.3466256,2021-06-01,62.515555199999994
TX,65plus,Male,NonHispanicBlackAfricanAmerican,0.6488337,13.3377418,2021-06-01,67.03125
TX,65plus,Male,NonHispanicMultipleOther,0.0,5.2100032,2021-06-01,35.3686115
TX,65plus,Male,NonHispanicWhite,0.1892236,7.4855634,2021-06-01,46.572764425
TX,65plus,Male,NotReported,1.0752688,12.3529412,2021-06-01,35.978103725
TX,NotReported,NotReported,NotReported,1.1467308,14.4293554,2021-06-01,44.885602825
UT,18-24,Female,NonHispanicWhite,0.5942107,11.6000577,2021-06-01,70.2631579
UT,25-44,Female,Hispanic,1.6111689,17.9354899,2021-06-01,55.2545045
UT,25-44,Female,NonHispanicWhite,0.5435282,13.6662064,2021-06-01,62.869896475000004
UT,25-44,Male,NonHispanicWhite,1.1728301,12.4743846,2021-06-01,56.522091925
UT,45-64,Female,Hispanic,1.9520878,20.1061839,2021-06-01,61.89582115
UT,45-64,Female,NonHispanicWhite,0.6386514,12.815227,2021-06-01,57.358805675
UT,45-64,Male,NonHispanicWhite,0.6946121,10.5333358,2021-06-01,53.0814939
UT,65plus,Female,NonHispanicWhite,0.1672442,11.792852,2021-06-01,61.95387425
UT,65plus,Male,NonHispanicWhite,0.4543764,8.6324144,2021-06-01,52.147707024999995
VA,18-24,Female,NonHispanicWhite,0.5368428,13.2111588,2021-06-01,66.402022925
VA,25-44,Female,Hispanic,0.1517928,8.0824637,2021-06-01,55.7459985
VA,25-44,Female,NonHispanicAsian,0.0,13.9175258,2021-06-01,67.410714275
VA,25-44,Female,NonHispanicBlackAfricanAmerican,0.4432348,11.1811246,2021-06-01,45.022181625
VA,25-44,Female,NonHispanicMultipleOther,0.0,12.7302253,2021-06-01,45.384615374999996
VA,25-44,Female,NonHispanicWhite,0.2586541,8.9322344,2021-06-01,61.594091524999996
VA,25-44,Male,Hispanic,1.1949469,10.0157127,2021-06-01,52.340503125
VA,25-44,Male,NonHispanicBlackAfricanAmerican,0.8795148,4.4554455,2021-06-01,56.153100775
VA,25-44,Male,NonHispanicMultipleOther,2.7478165,10.5357903,2021-06-01,38.82535695
VA,25-44,Male,NonHispanicWhite,0.461417,6.2263159,2021-06-01,60.113037625
VA,45-64,Female,Hispanic,0.0,11.1857977,2021-06-01,63.0847971
VA,45-64,Female,NonHispanicBlackAfricanAmerican,0.3256017,9.0458997,2021-06-01,56.960950999999994
VA,45-64,Female,NonHispanicMultipleOther,0.0,9.9340226,2021-06-01,55.26339125
VA,45-64,Female,NonHispanicWhite,0.438261,7.7063492,2021-06-01,59.633979499999995
VA,45-64,Male,Hispanic,0.4935456,7.9512063,2021-06-01,67.63797965
VA,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,5.7152052,2021-06-01,61.562305775
VA,45-64,Male,NonHispanicMultipleOther,0.0,3.8888889,2021-06-01,33.32641195
VA,45-64,Male,NonHispanicWhite,0.2795906,5.6265814,2021-06-01,53.637065899999996
VA,65plus,Female,NonHispanicBlackAfricanAmerican,0.1640362,10.4695631,2021-06-01,58.883159825
VA,65plus,Female,NonHispanicWhite,0.247799,7.608956,2021-06-01,61.945586975
VA,65plus,Male,NonHispanicBlackAfricanAmerican,0.226694,12.3008003,2021-06-01,58.575819675
VA,65plus,Male,NonHispanicWhite,0.3102646,6.4986396,2021-06-01,56.462461274999995
VA,NotReported,NotReported,NotReported,0.8884111,10.5361954,2021-06-01,46.657972550000004
VT,25-44,Female,NonHispanicWhite,0.6550289,5.6199333,2021-06-01,63.054880499999996
VT,25-44,Male,NonHispanicWhite,0.4470806,6.6074872,2021-06-01,58.1632653
VT,45-64,Female,NonHispanicWhite,0.0,5.2257632,2021-06-01,66.737277725
VT,45-64,Male,NonHispanicWhite,0.296453,5.3559329,2021-06-01,68.61968722499999
VT,65plus,Female,NonHispanicWhite,0.0108222,8.2589063,2021-06-01,71.032633375
VT,65plus,Male,NonHispanicWhite,0.0,5.7646915,2021-06-01,70.78125
WA,18-24,Female,NonHispanicWhite,0.5166631,11.7255771,2021-06-01,60.888013074999996
WA,25-44,Female,Hispanic,1.7879535,12.6393794,2021-06-01,58.567458525
WA,25-44,Female,NonHispanicAsian,0.7159946,5.9500525,2021-06-01,57.495791249999996
WA,25-44,Female,NonHispanicMultipleOther,0.6686337,8.8910415,2021-06-01,53.946137975
WA,25-44,Female,NonHispanicWhite,0.4066992,9.4204825,2021-06-01,63.217254475
WA,25-44,Male,Hispanic,0.8816643,11.4996504,2021-06-01,51.421495175
WA,25-44,Male,NonHispanicAsian,0.0,3.0152565,2021-06-01,63.84615385
WA,25-44,Male,NonHispanicMultipleOther,1.1163846,12.1353507,2021-06-01,49.887992849999996
WA,25-44,Male,NonHispanicWhite,0.5192828,9.9902258,2021-06-01,60.213358924999994
WA,25-44,Other,NonHispanicWhite,0.7168459,11.1702128,2021-06-01,60.1190476
WA,45-64,Female,Hispanic,0.0,10.6783983,2021-06-01,58.438045450000004
WA,45-64,Female,NonHispanicAsian,0.8695784,6.0943177,2021-06-01,62.607323225
WA,45-64,Female,NonHispanicMultipleOther,0.1990691,11.1989169,2021-06-01,50.211396425000004
WA,45-64,Female,NonHispanicWhite,0.2948135,9.1501661,2021-06-01,63.0952802
WA,45-64,Male,Hispanic,0.2702582,8.9708339,2021-06-01,62.800311425
WA,45-64,Male,NonHispanicMultipleOther,0.8625031,6.2925834,2021-06-01,40.740991
WA,45-64,Male,NonHispanicWhite,0.1511009,6.9286815,2021-06-01,62.5601901
WA,65plus,Female,NonHispanicMultipleOther,0.0,7.4069047,2021-06-01,51.806795625
WA,65plus,Female,NonHispanicWhite,0.068571,7.1387334,2021-06-01,66.88809082499999
WA,65plus,Male,NonHispanicWhite,0.0559385,7.1121692,2021-06-01,59.3305037
WA,NotReported,NotReported,NotReported,0.787665,11.9177303,2021-06-01,51.2001674
WI,18-24,Female,NonHispanicWhite,0.2071808,11.1558877,2021-06-01,64.586073475
WI,25-44,Female,Hispanic,0.4093211,11.3425703,2021-06-01,49.2679155
WI,25-44,Female,NonHispanicWhite,0.4923614,9.4196909,2021-06-01,61.851108849999996
WI,25-44,Male,NonHispanicWhite,0.8300347,8.6697409,2021-06-01,49.201014775000004
WI,45-64,Female,Hispanic,0.0,7.6530612,2021-06-01,61.48809525
WI,45-64,Female,NonHispanicWhite,0.2034608,6.7631739,2021-06-01,64.159833725
WI,45-64,Male,NonHispanicWhite,0.3021623,7.8267224,2021-06-01,54.515312449999996
WI,65plus,Female,NonHispanicWhite,0.1181048,6.2405921,2021-06-01,64.28653925
WI,65plus,Male,NonHispanicWhite,0.0678943,9.5605668,2021-06-01,56.84633925
WI,NotReported,NotReported,NotReported,1.0079844,13.9002284,2021-06-01,49.491177525
WV,18-24,Female,NonHispanicWhite,0.2034671,16.9914435,2021-06-01,53.480639725
WV,25-44,Female,NonHispanicWhite,0.1275731,13.6451296,2021-06-01,52.390318725
WV,25-44,Male,NonHispanicWhite,1.6438319,13.8289243,2021-06-01,39.795591525
WV,45-64,Female,NonHispanicWhite,0.5330514,13.9558443,2021-06-01,48.398301325
WV,45-64,Male,NonHispanicWhite,1.1992,8.6495079,2021-06-01,43.831947425
WV,65plus,Female,NonHispanicWhite,0.4530241,11.1566066,2021-06-01,51.0023207
WV,65plus,Male,NonHispanicWhite,0.7136013,12.5018369,2021-06-01,48.959419849999996
WY,25-44,Female,NonHispanicWhite,0.3546906,20.4534457,2021-06-01,56.720755325
WY,25-44,Male,NonHispanicWhite,0.5050505,14.3617021,2021-06-01,41.304347825
WY,45-64,Female,NonHispanicWhite,0.6167845,13.0940737,2021-06-01,49.579733575
WY,45-64,Male,NonHispanicWhite,0.0,16.8994122,2021-06-01,52.462121225
WY,65plus,Female,NonHispanicWhite,0.4802443,7.776083,2021-06-01,60.264316324999996
WY,65plus,Male,NonHispanicWhite,0.0,13.7856689,2021-06-01,57.45535715
AK,25-44,Female,NonHispanicWhite,0.2536519,19.7480388,2021-07-01,68.402777775
AK,25-44,Male,NonHispanicWhite,1.1,14.5,2021-07-01,50.55555555
AK,45-64,Female,NonHispanicWhite,0.5261515,16.33592,2021-07-01,65.3566274
AK,45-64,Male,NonHispanicWhite,1.4771949,16.2751532,2021-07-01,52.10893495
AK,65plus,Female,NonHispanicWhite,0.0,9.3491792,2021-07-01,68.11113885
AK,65plus,Male,NonHispanicWhite,0.0,11.5393533,2021-07-01,54.12424585
AL,18-24,Female,NonHispanicWhite,2.4798179,30.2168648,2021-07-01,59.5
AL,25-44,Female,NonHispanicBlackAfricanAmerican,2.3093964,22.0786657,2021-07-01,42.7210538
AL,25-44,Female,NonHispanicWhite,2.0303704,26.1789218,2021-07-01,51.646363425
AL,25-44,Male,NonHispanicWhite,0.901485,18.0901188,2021-07-01,47.6712646
AL,45-64,Female,NonHispanicBlackAfricanAmerican,0.3750809,13.6244583,2021-07-01,60.324186675
AL,45-64,Female,NonHispanicMultipleOther,0.1777321,20.4328472,2021-07-01,33.836411
AL,45-64,Female,NonHispanicWhite,0.9834258,20.136578,2021-07-01,47.456795725
AL,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,8.4100186,2021-07-01,59.730301425
AL,45-64,Male,NonHispanicMultipleOther,2.1573034,13.6904762,2021-07-01,22.83459595
AL,45-64,Male,NonHispanicWhite,0.7343046,14.6804843,2021-07-01,37.86273135
AL,65plus,Female,NonHispanicBlackAfricanAmerican,0.3112349,12.3540519,2021-07-01,58.66815795
AL,65plus,Female,NonHispanicWhite,0.7512975,14.7743522,2021-07-01,54.031568
AL,65plus,Male,NonHispanicWhite,0.1739316,14.1935445,2021-07-01,44.526845675000004
AL,NotReported,NotReported,NotReported,1.8705497,20.9889045,2021-07-01,33.41871095
AR,18-24,Female,NonHispanicWhite,4.4531958,33.6789082,2021-07-01,47.65625
AR,25-44,Female,NonHispanicWhite,2.4786398,34.7383774,2021-07-01,51.849046924999996
AR,25-44,Male,NonHispanicWhite,1.3529515,25.9686424,2021-07-01,47.190167375
AR,45-64,Female,NonHispanicBlackAfricanAmerican,0.699008,16.9387049,2021-07-01,55.230331275
AR,45-64,Female,NonHispanicMultipleOther,3.030303,28.0612245,2021-07-01,37.5
AR,45-64,Female,NonHispanicWhite,1.1167815,27.7707935,2021-07-01,50.38706995
AR,45-64,Male,NonHispanicWhite,0.7561129,22.107046,2021-07-01,46.598611425
AR,65plus,Female,NonHispanicWhite,0.5873914,20.6347721,2021-07-01,54.632025475000006
AR,65plus,Male,NonHispanicWhite,0.2641537,17.0607152,2021-07-01,53.493420575
AR,NotReported,NotReported,NotReported,2.9158224,28.4483844,2021-07-01,34.552845500000004
AZ,18-24,Female,NonHispanicWhite,0.7176044,17.4031036,2021-07-01,59.166666675
AZ,25-44,Female,Hispanic,1.156329,16.453083,2021-07-01,53.6161564
AZ,25-44,Female,NonHispanicMultipleOther,1.0035173,12.3417583,2021-07-01,38.82978725
AZ,25-44,Female,NonHispanicWhite,0.8598456,16.7352938,2021-07-01,58.752078825
AZ,25-44,Male,Hispanic,1.6596876,15.7649974,2021-07-01,50.277777775
AZ,25-44,Male,NonHispanicWhite,1.3654811,11.1690406,2021-07-01,56.05433715
AZ,45-64,Female,Hispanic,0.2398214,10.74273,2021-07-01,52.628599425
AZ,45-64,Female,NonHispanicMultipleOther,0.0,12.5797981,2021-07-01,46.875
AZ,45-64,Female,NonHispanicWhite,0.5089217,11.126028,2021-07-01,56.7358818
AZ,45-64,Male,Hispanic,0.8987704,10.301749,2021-07-01,52.6448072
AZ,45-64,Male,NonHispanicMultipleOther,1.0552875,13.3889656,2021-07-01,33.80035825
AZ,45-64,Male,NonHispanicWhite,0.4343584,10.0521627,2021-07-01,53.743557825
AZ,65plus,Female,Hispanic,0.3471123,12.8887007,2021-07-01,60.234798075
AZ,65plus,Female,NonHispanicWhite,0.1894158,8.8073786,2021-07-01,60.790285825000005
AZ,65plus,Male,Hispanic,0.6810907,8.4895188,2021-07-01,57.3138298
AZ,65plus,Male,NonHispanicWhite,0.329227,8.9396798,2021-07-01,57.24404715
AZ,NotReported,NotReported,NotReported,1.703703,12.275755,2021-07-01,46.459280675
CA,18-24,Female,Hispanic,1.7384969,14.8581884,2021-07-01,51.8012818
CA,18-24,Female,NonHispanicAsian,0.0,11.9535939,2021-07-01,62.7777778
CA,18-24,Female,NonHispanicWhite,0.9520171,16.665132,2021-07-01,57.07269275
CA,18-24,Male,Hispanic,2.2219773,18.8574492,2021-07-01,58.064516125
CA,18-24,Male,NonHispanicWhite,0.8604907,17.9646406,2021-07-01,56.9767442
CA,25-44,Female,Hispanic,0.8374585,14.0682159,2021-07-01,53.274758125
CA,25-44,Female,NonHispanicAsian,0.1706971,11.1424872,2021-07-01,64.41092915
CA,25-44,Female,NonHispanicBlackAfricanAmerican,2.2432389,17.2939097,2021-07-01,52.672399
CA,25-44,Female,NonHispanicMultipleOther,0.2702438,15.2955881,2021-07-01,53.484910975
CA,25-44,Female,NonHispanicWhite,0.7779655,15.7240563,2021-07-01,63.061315750000006
CA,25-44,Male,Hispanic,0.7357981,11.8818659,2021-07-01,53.478330175
CA,25-44,Male,NonHispanicAsian,0.597471,9.082953,2021-07-01,63.991918375
CA,25-44,Male,NonHispanicBlackAfricanAmerican,1.2138676,12.0674868,2021-07-01,58.1557377
CA,25-44,Male,NonHispanicMultipleOther,1.1264635,15.8660886,2021-07-01,47.4851758
CA,25-44,Male,NonHispanicWhite,0.8747952,11.9958296,2021-07-01,62.16752685
CA,25-44,Other,NonHispanicWhite,2.3849742,16.4714265,2021-07-01,59.58333335
CA,25-44,NotReported,Hispanic,4.5637125,17.0590265,2021-07-01,35.1982879
CA,45-64,Female,Hispanic,0.5578156,11.4566771,2021-07-01,56.19215265
CA,45-64,Female,NonHispanicAsian,0.2511973,9.0041161,2021-07-01,66.25849074999999
CA,45-64,Female,NonHispanicBlackAfricanAmerican,0.2406803,10.9655842,2021-07-01,53.909046625
CA,45-64,Female,NonHispanicMultipleOther,0.3744193,11.7704887,2021-07-01,49.94901805
CA,45-64,Female,NonHispanicWhite,0.506556,10.9587743,2021-07-01,64.6531201
CA,45-64,Female,NotReported,0.4318289,10.5660594,2021-07-01,47.94311945
CA,45-64,Male,Hispanic,0.4912992,12.3009875,2021-07-01,57.43847285
CA,45-64,Male,NonHispanicAsian,0.4739454,7.7399108,2021-07-01,67.532997925
CA,45-64,Male,NonHispanicBlackAfricanAmerican,1.185911,12.0584255,2021-07-01,56.262889924999996
CA,45-64,Male,NonHispanicMultipleOther,0.406625,9.020017,2021-07-01,45.70852935
CA,45-64,Male,NonHispanicWhite,0.7310285,9.2473068,2021-07-01,64.818008575
CA,45-64,Male,NotReported,0.090516,10.9185744,2021-07-01,54.826566475
CA,45-64,NotReported,Hispanic,2.1976543,12.9347718,2021-07-01,45.6445747
CA,45-64,NotReported,NonHispanicMultipleOther,3.6630037,13.0681818,2021-07-01,23.0689369
CA,65plus,Female,Hispanic,0.3430384,10.5463286,2021-07-01,62.1307137
CA,65plus,Female,NonHispanicAsian,0.31611,9.6458144,2021-07-01,64.5091749
CA,65plus,Female,NonHispanicBlackAfricanAmerican,0.5815944,10.8890865,2021-07-01,62.900977974999996
CA,65plus,Female,NonHispanicMultipleOther,0.4403229,11.0001422,2021-07-01,51.251227549999996
CA,65plus,Female,NonHispanicWhite,0.1464388,7.8500963,2021-07-01,67.6013391
CA,65plus,Female,NotReported,0.0947934,11.3190238,2021-07-01,55.123626375
CA,65plus,Male,Hispanic,1.8681082,10.5787277,2021-07-01,64.701043075
CA,65plus,Male,NonHispanicAsian,0.4599443,6.1347295,2021-07-01,67.57764552500001
CA,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,8.4939308,2021-07-01,66.64498585
CA,65plus,Male,NonHispanicMultipleOther,1.5711514,12.4080452,2021-07-01,46.896973825
CA,65plus,Male,NonHispanicWhite,0.2654306,8.1358302,2021-07-01,65.4210994
CA,65plus,Male,NotReported,0.5232377,10.3085325,2021-07-01,42.904712425
CA,65plus,NotReported,NonHispanicWhite,0.9523866,9.6938776,2021-07-01,46.4285714
CA,NotReported,NotReported,NotReported,1.4484974,13.487811,2021-07-01,49.949485175
CO,18-24,Female,NonHispanicWhite,1.5077533,19.6614579,2021-07-01,65.140845075
CO,25-44,Female,Hispanic,0.3208585,18.7236878,2021-07-01,54.38527645
CO,25-44,Female,NonHispanicMultipleOther,0.6524308,19.1350722,2021-07-01,48.214285724999996
CO,25-44,Female,NonHispanicWhite,0.5674567,15.1636091,2021-07-01,65.1040717
CO,25-44,Male,Hispanic,0.3280731,13.031767,2021-07-01,56.317287775
CO,25-44,Male,NonHispanicMultipleOther,0.0,12.0689655,2021-07-01,49.431818175
CO,25-44,Male,NonHispanicWhite,0.7623321,10.2869986,2021-07-01,58.3489309
CO,45-64,Female,Hispanic,0.524682,15.3090341,2021-07-01,55.2195565
CO,45-64,Female,NonHispanicMultipleOther,1.6802285,17.0039101,2021-07-01,49.728260875000004
CO,45-64,Female,NonHispanicWhite,0.5946815,12.1139342,2021-07-01,63.578704725
CO,45-64,Male,Hispanic,0.6929903,13.5966369,2021-07-01,55.7622136
CO,45-64,Male,NonHispanicMultipleOther,0.1592793,12.2499175,2021-07-01,39.285714275000004
CO,45-64,Male,NonHispanicWhite,0.4212803,9.2391195,2021-07-01,61.595317699999995
CO,65plus,Female,Hispanic,1.4687678,12.5680975,2021-07-01,61.27280015
CO,65plus,Female,NonHispanicWhite,0.1132406,9.2576676,2021-07-01,70.00075377499999
CO,65plus,Male,NonHispanicWhite,0.0608243,10.5869608,2021-07-01,62.240759499999996
CT,25-44,Female,Hispanic,0.657767,10.4824051,2021-07-01,43.923246425
CT,25-44,Female,NonHispanicWhite,0.5952,9.5262949,2021-07-01,58.969758225
CT,25-44,Male,Hispanic,0.0,7.6182054,2021-07-01,45.1219512
CT,25-44,Male,NonHispanicWhite,0.7739176,7.2926472,2021-07-01,61.40517355
CT,45-64,Female,Hispanic,0.7765882,8.6731589,2021-07-01,51.455894375
CT,45-64,Female,NonHispanicBlackAfricanAmerican,0.0,6.4903679,2021-07-01,47.007941025
CT,45-64,Female,NonHispanicWhite,0.2886034,8.932991,2021-07-01,67.13274055
CT,45-64,Male,Hispanic,1.0955273,7.0113281,2021-07-01,66.538609225
CT,45-64,Male,NonHispanicWhite,0.3265574,6.7231378,2021-07-01,62.550831099999996
CT,65plus,Female,NonHispanicWhite,0.2787605,5.8869868,2021-07-01,70.154688925
CT,65plus,Male,NonHispanicWhite,0.0894281,6.6813613,2021-07-01,68.38745995
CT,NotReported,NotReported,NotReported,1.0205749,9.7565831,2021-07-01,50.9097948
DC,25-44,Female,NonHispanicWhite,0.1283474,10.7637857,2021-07-01,78.17156862499999
DC,25-44,Male,NonHispanicWhite,0.0,9.5679862,2021-07-01,81.640625
DE,25-44,Female,NonHispanicWhite,0.6765517,8.37774,2021-07-01,58.2278481
DE,25-44,Male,NonHispanicWhite,0.8119121,8.9473684,2021-07-01,52.4390244
DE,45-64,Female,NonHispanicWhite,1.1790079,11.6083951,2021-07-01,61.9908789
DE,45-64,Male,NonHispanicWhite,0.495565,9.6342257,2021-07-01,56.80702385
DE,65plus,Female,NonHispanicWhite,0.0,5.0687074,2021-07-01,67.144468975
DE,65plus,Male,NonHispanicWhite,0.0,5.6213928,2021-07-01,61.077275875
FL,18-24,Female,Hispanic,2.9933962,24.7107404,2021-07-01,62.711864424999995
FL,18-24,Female,NonHispanicWhite,1.0843253,26.2786568,2021-07-01,60.442767725
FL,18-24,Male,NonHispanicWhite,1.5562921,16.1496335,2021-07-01,61.00687105
FL,25-44,Female,Hispanic,1.9387643,20.1066964,2021-07-01,54.683864375
FL,25-44,Female,NonHispanicBlackAfricanAmerican,1.9038178,23.6040707,2021-07-01,43.6841369
FL,25-44,Female,NonHispanicMultipleOther,1.5527131,25.6641267,2021-07-01,48.08572655
FL,25-44,Female,NonHispanicWhite,1.8141498,25.998891,2021-07-01,54.920395500000005
FL,25-44,Male,Hispanic,1.1749863,18.6364444,2021-07-01,52.370797675
FL,25-44,Male,NonHispanicBlackAfricanAmerican,3.0591836,22.1212671,2021-07-01,45.535714275000004
FL,25-44,Male,NonHispanicMultipleOther,2.9221528,19.3387277,2021-07-01,38.109756075
FL,25-44,Male,NonHispanicWhite,1.1386453,18.0759863,2021-07-01,50.961974525
FL,45-64,Female,Hispanic,0.9428337,16.8132114,2021-07-01,58.921782699999994
FL,45-64,Female,NonHispanicAsian,0.9631967,12.5534499,2021-07-01,57.887174825
FL,45-64,Female,NonHispanicBlackAfricanAmerican,1.3385211,14.2218946,2021-07-01,54.646380625
FL,45-64,Female,NonHispanicMultipleOther,1.3189682,23.2621106,2021-07-01,41.154884275
FL,45-64,Female,NonHispanicWhite,1.3197397,20.6560739,2021-07-01,54.698733725000004
FL,45-64,Female,NotReported,0.0,17.7099425,2021-07-01,47.377193
FL,45-64,Male,Hispanic,1.7330557,14.7662342,2021-07-01,59.27238945
FL,45-64,Male,NonHispanicBlackAfricanAmerican,0.3039325,11.4519306,2021-07-01,60.1160444
FL,45-64,Male,NonHispanicMultipleOther,2.2682709,16.2203596,2021-07-01,39.130495975
FL,45-64,Male,NonHispanicWhite,0.7343885,14.6534199,2021-07-01,51.2076657
FL,45-64,Male,NotReported,1.3011318,12.7608833,2021-07-01,42.79971645
FL,45-64,NotReported,NonHispanicWhite,0.5897179,18.6869501,2021-07-01,35.019982999999996
FL,65plus,Female,Hispanic,0.3302125,13.1265746,2021-07-01,62.8444279
FL,65plus,Female,NonHispanicBlackAfricanAmerican,0.2471654,10.3532612,2021-07-01,59.3301079
FL,65plus,Female,NonHispanicMultipleOther,0.1514213,13.3378201,2021-07-01,52.48871895
FL,65plus,Female,NonHispanicWhite,0.4262716,13.0601738,2021-07-01,59.250365075000005
FL,65plus,Female,NotReported,0.8977383,18.0500173,2021-07-01,49.4531239
FL,65plus,Male,Hispanic,0.4719434,16.8537223,2021-07-01,62.0012112
FL,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,11.0281795,2021-07-01,72.763605725
FL,65plus,Male,NonHispanicMultipleOther,0.5411771,11.9526501,2021-07-01,42.34439125
FL,65plus,Male,NonHispanicWhite,0.5131186,12.4824563,2021-07-01,53.527820075
FL,65plus,Male,NotReported,1.3695978,15.7983765,2021-07-01,43.540921749999995
FL,65plus,NotReported,NonHispanicWhite,0.4065371,12.1227155,2021-07-01,37.572934775
FL,NotReported,NotReported,NotReported,2.0515413,19.4695171,2021-07-01,44.400858425
GA,18-24,Female,NonHispanicWhite,0.3089915,15.2911824,2021-07-01,60.227272725
GA,25-44,Female,Hispanic,1.3487857,13.6550795,2021-07-01,53.1598275
GA,25-44,Female,NonHispanicBlackAfricanAmerican,0.9960596,12.9349373,2021-07-01,41.526800675000004
GA,25-44,Female,NonHispanicMultipleOther,0.7145167,11.5950003,2021-07-01,40.94827585
GA,25-44,Female,NonHispanicWhite,1.0570073,18.8929007,2021-07-01,54.777240125
GA,25-44,Male,Hispanic,1.3964649,14.2109025,2021-07-01,51.738749275
GA,25-44,Male,NonHispanicBlackAfricanAmerican,1.5979128,11.2927349,2021-07-01,59.18713535
GA,25-44,Male,NonHispanicWhite,1.0037777,14.7348863,2021-07-01,48.1113651
GA,45-64,Female,Hispanic,1.1265556,14.5775132,2021-07-01,63.928840075
GA,45-64,Female,NonHispanicBlackAfricanAmerican,0.3088653,8.5246289,2021-07-01,49.23294955
GA,45-64,Female,NonHispanicMultipleOther,0.2941172,14.8538466,2021-07-01,40.824468075
GA,45-64,Female,NonHispanicWhite,1.0184584,15.8362914,2021-07-01,52.96924375
GA,45-64,Male,Hispanic,0.3954275,18.984575,2021-07-01,68.7683443
GA,45-64,Male,NonHispanicBlackAfricanAmerican,0.2058853,8.581617,2021-07-01,56.2000358
GA,45-64,Male,NonHispanicMultipleOther,1.377823,17.1445159,2021-07-01,27.63535995
GA,45-64,Male,NonHispanicWhite,0.7694031,10.6041247,2021-07-01,47.959009275
GA,65plus,Female,NonHispanicBlackAfricanAmerican,0.3834787,10.8347321,2021-07-01,65.949399125
GA,65plus,Female,NonHispanicWhite,0.3367282,12.6329389,2021-07-01,54.4807974
GA,65plus,Male,NonHispanicBlackAfricanAmerican,0.057329,10.9887944,2021-07-01,66.175066125
GA,65plus,Male,NonHispanicWhite,0.4220373,11.770361,2021-07-01,50.3027882
GA,NotReported,NotReported,NotReported,1.3904156,15.5228435,2021-07-01,43.613166299999996
HI,25-44,Female,NonHispanicWhite,0.1105417,11.6281497,2021-07-01,61.37861395
HI,45-64,Female,NonHispanicMultipleOther,0.0,6.7419425,2021-07-01,40.9574468
HI,45-64,Female,NonHispanicWhite,0.0,11.2864133,2021-07-01,67.429971975
HI,45-64,Male,NonHispanicWhite,0.8475636,8.5302621,2021-07-01,71.818181825
HI,65plus,Female,NonHispanicWhite,0.0,5.7213571,2021-07-01,68.5851121
HI,65plus,Male,NonHispanicWhite,0.4480361,6.1421662,2021-07-01,67.468646275
IA,18-24,Female,NonHispanicWhite,2.0085803,23.9885245,2021-07-01,60.455069125
IA,25-44,Female,NonHispanicWhite,0.7382696,15.2667676,2021-07-01,58.195458224999996
IA,25-44,Male,NonHispanicWhite,0.805091,10.8574706,2021-07-01,51.792776325
IA,45-64,Female,NonHispanicWhite,0.4938432,12.0785304,2021-07-01,61.077339075
IA,45-64,Male,NonHispanicWhite,0.1468813,9.3625611,2021-07-01,56.120600124999996
IA,65plus,Female,NonHispanicWhite,0.1280695,8.5187917,2021-07-01,66.2525396
IA,65plus,Male,NonHispanicWhite,0.1358514,7.5564678,2021-07-01,56.144200375
IA,NotReported,NotReported,NotReported,2.0305748,14.0229587,2021-07-01,46.0858586
ID,25-44,Female,Hispanic,1.0137457,15.9340659,2021-07-01,49.489795925
ID,25-44,Female,NonHispanicWhite,1.0541402,14.6668274,2021-07-01,52.389632875
ID,25-44,Male,NonHispanicWhite,0.3886842,13.0914615,2021-07-01,48.81924145
ID,45-64,Female,NonHispanicWhite,0.59059,13.9930491,2021-07-01,58.1642118
ID,45-64,Male,NonHispanicWhite,0.3196252,8.2493187,2021-07-01,52.012175525
ID,65plus,Female,NonHispanicWhite,0.422244,11.3031899,2021-07-01,65.1279305
ID,65plus,Male,NonHispanicWhite,0.1312128,7.5749628,2021-07-01,51.536334499999995
IL,18-24,Female,Hispanic,1.817263,23.6842105,2021-07-01,58.510638275
IL,18-24,Female,NonHispanicWhite,0.7158593,17.8970337,2021-07-01,65.187459225
IL,18-24,Male,NonHispanicWhite,0.0,9.7053956,2021-07-01,61.97916665
